# Predictions obtained from DiagISM 
# Date execution time: 2022-06-03 12:02:53 UTC 
# Predicted physical parameter: SFR [dex(solMass / yr)]
# The score of the predictions was: 0.969 
# Model: Eight FIR lines 
id,per_16th,median,per_84th,mean,std
2265,-2.3437022095397335,-0.8508415333265794,-0.43741453578957845,-1.2638885845232204,0.9272809695797686
2266,0.23390969758575963,0.5272991035166923,0.684278691973566,0.46921654740081076,0.23890799770091037
2267,0.27533044244199495,0.5867357123496254,0.8039058231816815,0.5425182140800716,0.2835126632029209
2268,0.14693957888084333,0.44309422117524844,0.6415763486159387,0.4010159613310287,0.2542751959540173
2269,-1.9943751712586644,-1.5357422325700503,-1.2313814286337774,-1.6042816882990028,0.4059377235368743
2270,0.5558572813941722,0.7507743733635547,0.9314333267623124,0.7431051548686923,0.1957744138967583
2271,0.2111208842164767,0.46789375915671744,0.6397094234547723,0.42837485288148114,0.22146329347668203
2272,-2.7534881487304244,-2.131612312154858,-1.54786074805287,-2.164929080983647,0.5812168795980203
2273,-1.4879344295999322,-0.7658241411911664,-0.4575591380220776,-0.9247927859816207,0.5386413463910108
2274,0.10445149097835046,0.42220286147632874,0.6158590945879576,0.3713792346377814,0.25479745424793443
2275,-2.2139532835852846,-1.6370339859546679,-1.2089634238546134,-1.7111016638048082,0.5212040148124308
2276,-1.5601969140619354,-1.2271619305577497,-0.9935904186620869,-1.2797252316337577,0.29670080778890584
2277,-2.248464140604038,-0.9935345261908265,-0.44793336887965685,-1.2739992989900335,0.8973122012538856
2278,-0.3528294238903439,0.16506645552995414,0.5679395714403908,0.10896031063457234,0.46389963934717504
2279,1.2215083552824346,1.353044846350644,1.4855798685189556,1.3534717294779484,0.1345520984983757
2280,0.2954538751262606,0.6109857358270886,0.8157744472447338,0.5626341788504121,0.27204668323063286
2281,0.6655996072567115,0.8361537076585362,0.9238724167453087,0.8026427141667436,0.1438994937880032
2282,0.4231254263571738,0.6128052361763423,0.7496692248948597,0.5837125831881648,0.17644926643651215
2283,0.6805834425985138,0.8860426657052435,1.0378076816287376,0.8630783170992647,0.18970397255547508
2284,-2.472596325614261,-1.8632332482936986,-1.3366568980014046,-1.9140113601614748,0.5656811799391748
2285,-1.9366944495319256,-1.4656436798911554,-1.127827918151958,-1.547260452082293,0.5024419188415994
2286,-2.3215474877045748,-1.2618681494671349,-0.8154497815847472,-1.4922470095616827,0.7713838482634362
2287,0.695860728510788,0.897985846369443,1.0426774989866014,0.8750212003783433,0.182044492985174
2288,0.38778340533665034,0.6051341567114025,0.7497784103369056,0.5708398958109406,0.19617423749239335
2289,-2.791680459338654,-2.052512693720824,-1.458060795281855,-2.1173869230758924,0.6596881263099303
2290,-1.5565765845692698,-0.9506007315635885,-0.6897120773991633,-1.0795033575060684,0.4423164247177922
2291,-2.4999590136484935,-1.9855978763979436,-1.4627826508721113,-1.9986463541274488,0.5066013197777225
2292,-1.5638861918167464,-1.092404685704806,-0.8472110334024433,-1.1795155967049646,0.3507629287694275
2293,-1.554874642869524,-0.8876349204693742,-0.5257706651606363,-1.012246369632409,0.5028848590015726
2294,0.7684599819539769,0.9521896340451133,1.1344401702185007,0.9470761953327449,0.1894155492152955
2295,1.142150478403386,1.261758321411452,1.3904354447762983,1.2630712327304796,0.13640289852472004
2296,0.5910374796485494,0.8391238246245344,1.0096074273338573,0.8046638601125492,0.2206073193648152
2297,-0.1889135706718072,0.2533174041098884,0.5141163466763097,0.15869130546206742,0.4084881531713923
2298,-2.101576672527443,-1.652060629600852,-1.3366054019444709,-1.7145961576407962,0.4193285104231908
