# Predictions obtained from DiagISM 
# Date execution time: 2022-06-05 15:58:15 UTC 
# Predicted physical parameter: Gas Mass [dex(solMass)]
# The score of the predictions was: 0.915 
# Model: Selected FIR lines. Features: ['Lum_CII_158', 'Lum_OIII_88', 'log(1+z)'] 
id,per_16th,median,per_84th,mean,std
0,10.376491993801222,10.420619645600723,10.458212945949688,10.417711424395199,0.04213530638249876
1,10.025048885268957,10.092786420599461,10.152871810863722,10.089036569374173,0.06508267743842922
2,9.96540771243213,10.04106887322466,10.10678389101587,10.03669725599357,0.07138282187265049
3,10.356975707409632,10.39539025039888,10.432793003281658,10.394215426716785,0.03896520853483222
4,10.10343444959595,10.163258601126035,10.217804178836813,10.160420924035398,0.05893805827545569
5,10.285191643104461,10.346911383832381,10.395332126190747,10.338562718923457,0.06084663675137645
6,10.286341801036855,10.33507948344475,10.379299598989322,10.331738657313647,0.04842131557740226
7,8.384922328575197,8.432314479658377,8.47869229866561,8.432256065109218,0.05276279679207141
8,9.790687377649059,9.887192802436932,9.975138730118452,9.8814633212079,0.09731167890746689
9,10.064228669802473,10.133236024339503,10.188439823291128,10.127900087939244,0.06347940177953754
10,9.910466855919722,9.991666978850892,10.060316971173407,9.985246182036354,0.07797826996862535
11,9.922522242578552,10.044040232539972,10.132014527312567,10.026408548379097,0.11253648989850568
12,10.05613072680234,10.136979313668503,10.201632216910811,10.127369804265394,0.07873741634811321
13,8.872282835883189,9.083023630786363,9.28237691935146,9.07894960406128,0.19281620665785126
14,9.816455950823816,9.934368026022973,10.02870554513795,9.921414524140562,0.10885203988874931
15,10.360098248231022,10.396425322174483,10.432983127418408,10.39576385003449,0.03732419157878226
16,10.420805621761865,10.456026834693319,10.487830221154674,10.455054724241261,0.03410937784243485
17,8.420247438698954,8.46477092253939,8.517962940260334,8.469134422010185,0.05599934428090158
18,9.549897353924324,9.637899190373819,9.72307981018035,9.635479356885083,0.09167037914489519
19,9.689963795127765,9.861322462028067,9.986211792021757,9.839904084112245,0.1499172261544073
20,9.650650861714965,9.743796061659694,9.826751242327571,9.73837800495357,0.09172367559049018
21,10.405489497550606,10.440609139880744,10.473258663026463,10.43982715550429,0.03414613441784618
22,9.497062178825285,9.580639544915265,9.657557666245408,9.577078812955799,0.08237998324200461
23,10.377071645079194,10.413397568961006,10.449124130989647,10.41220385970307,0.03740139412196771
24,10.32438122910415,10.364054053578563,10.400636544276432,10.362202501486632,0.03929944419710992
25,10.407702956004153,10.447792917350412,10.483198858247157,10.445643106755604,0.03938104250548532
26,10.329380502225803,10.372205111147672,10.411723728360876,10.37021941960247,0.04204942705029428
27,10.017167855721228,10.114937561275848,10.195151731300474,10.103919458671193,0.09325624181999546
28,9.73859235428434,9.818234657318424,9.897187321666049,9.817622780267131,0.0811471776792267
29,9.841630917441583,9.922653345055707,9.995908615645263,9.917722654186118,0.0763261301846575
30,10.192903815933205,10.246470542769964,10.292733349952584,10.243499891391645,0.05154363669141451
31,10.492016956047346,10.522241960232785,10.550363087972357,10.52062934763479,0.02943674821113878
32,9.112704754036558,9.338084522494547,9.525323528585494,9.321419776166069,0.19870441031029573
