z,Lum_OI_63,Lum_CII_158,Lum_NII_205
0.0,6.7771021610912525,7.026372562002762,5.985284517380348
0.3010299956639812,6.944043561428293,7.002395399306286,5.811160531519788
0.47712125471966244,7.746856623981138,8.045424860928728,7.218507570733366
0.6020599913279624,7.761869392148585,7.528342735007548,6.139299770052108
0.6989700043360189,7.479414930567473,7.298352110661412,5.333122758711656
0.7781512503836436,7.356002126508356,7.2153109264434026,5.150078607021997
0.8450980400142568,7.176114894309494,7.115713746973886,4.636570412225406
0.7781512503836436,8.510536090882207,8.439891611604903,7.52324927107939
0.8450980400142568,8.412976369841974,8.083115032902313,6.613392613492628
0.0,5.5953592645172625,6.62905146721696,5.78126358001564
0.3010299956639812,7.662214848153255,7.475667313749361,6.35361855346951
0.47712125471966244,7.80061865958763,7.685497589326022,6.677202203061988
0.6020599913279624,8.015017144272292,7.729272800492008,6.688427314388379
0.6989700043360189,7.421812131438333,7.298370338755765,5.618797093165508
0.7781512503836436,7.65974373013158,7.574552863800152,5.580845082567005
0.8450980400142568,7.305495871121136,7.187699447679995,4.577838817905254
0.6020599913279624,7.802040035458693,7.713656488208831,6.3964687461213305
0.7781512503836436,8.16597281860831,7.951267226398353,6.3940421065895485
0.8450980400142568,8.387748639276264,8.381720112697193,7.451909961171088
0.0,6.408815817335279,6.491806730336987,5.557052170006423
0.3010299956639812,7.243859771741292,7.058425881797841,5.9088048619099505
0.47712125471966244,7.5618010359784105,7.346923755962905,6.021990952451607
0.6020599913279624,7.294486687926197,7.176803704626383,5.74102949945382
0.6989700043360189,7.387377894672308,7.331949277435608,5.2479048920781475
0.7781512503836436,7.1787722205944275,7.1009026786894,4.997261320348678
0.8450980400142568,7.217457734440737,7.119888337378045,4.3564901888093885
0.6989700043360189,7.884280916405635,7.794574796210703,6.324518387899938
0.7781512503836436,8.321000910574254,8.172035505036472,6.979074811964837
0.8450980400142568,8.450664847589357,8.152760993208092,6.932753179466308
0.0,5.082495542446912,5.698443563548191,4.752345041825636
0.3010299956639812,7.730639026338758,7.480949229911739,6.283833614915711
0.47712125471966244,7.5693364094774545,7.609239859969696,6.676108062082253
0.6020599913279624,7.789695936404906,7.628889609536395,6.4343656766751405
0.6989700043360189,7.532084972757969,7.390231089360388,5.792996925794899
0.8450980400142568,7.278555153403438,7.137742275923755,4.891178841659602
0.7781512503836436,8.360839659770344,8.017805244778385,7.0134907721769135
0.8450980400142568,8.18579235558276,7.947562629528023,6.347757806384364
0.0,5.905011093491647,6.4292289363578545,5.475635507253365
0.3010299956639812,7.672916938888145,7.523355978869376,6.353735253760242
0.47712125471966244,7.691989619825218,7.664086157573739,6.621566505313518
0.6020599913279624,7.583593645718267,7.572896502378345,6.388038238047535
0.6989700043360189,7.815983007696791,7.831509193663092,6.95571738523023
0.7781512503836436,7.231295019073254,7.105485046497043,4.972900140495916
0.8450980400142568,7.473968040397491,7.270200652435084,4.7674579909987465
0.6020599913279624,8.452143783436593,8.216594590987118,7.074820308823915
0.6989700043360189,8.151744954032564,7.780203268636452,6.483990213539104
