z,Lum_NIII_57,Lum_OIII_52
0.000390689249910088,7.220663282769057,7.662142572015005
0.000390689249910088,5.807767084790779,5.876482900768039
0.006765452451992724,8.63754842142877,8.73939365482838
0.0009110621312232844,6.476030584442831,6.5221937677435555
0.0032881588260754474,7.77371036753577,7.866464418402159
0.0029000686113873683,7.587663056504237,7.432761112367046
0.0016471913460381594,7.70049136662901,8.039739819996813
0.0027706281011936895,7.315714884357018,7.406222405443387
0.00034729668536350247,5.9136236143602545,6.867631841466528
0.001300933020418072,7.4777025672110184,7.916676835331271
0.005437923050822109,8.554620349706358,8.617249223340577
0.004407364176330737,7.895854279117239,8.133215163384783
0.002425264677901354,7.5682411410824955,7.629630471659657
0.004493337547274315,8.109380644111297,8.702248883425055
0.001214325286178867,7.008554419094038,6.797446069007364
0.0019499410842679383,7.121581872795567,7.096027792229413
0.003158833950862062,7.783717107821274,7.624793857719831
0.0008243766056055041,6.766352039989552,6.98265580958381
0.0028569260611206074,7.594934404873441,7.443418750383538
0.0015606526425729409,7.319704696846124,7.5753384942791975
0.002554808148482495,7.493476041480547,7.5811780686316075
0.002727472689829794,6.943040396159947,7.535956980509776
0.0017337128090005314,7.245761417807764,7.285376044461758
0.6067037413336743,9.603299812725826,9.55754232216515
0.05230909964732353,7.794842333660547,7.885018964009634
0.10105935490811552,8.837043743728177,9.253157721328803
0.04844180355040444,7.859931475998817,8.507748957887454
0.06557971472844842,8.890932137547257,8.954137089801703
0.05461305455688774,8.014036151297416,8.852723824273326
0.06145247908719321,8.742251631850278,8.916970711306611
0.033021444682910656,8.11583734821631,8.610174457253999
0.038222638368718455,8.372489044163904,8.430480991141591
0.05994188806195468,8.339729619156419,7.747356895231587
0.04139268515822507,8.56458559214065,9.007547508889262
0.05537833137500011,8.131543074748489,8.173334378091562
0.0441476208787228,7.9758261288970544,8.559728150651068
0.05230909964732353,7.819201679519992,8.382035047446237
0.049605612594973154,8.14003256423452,7.605872808544493
0.02160271602824219,7.987251847146418,8.692771041950094
0.04139268515822507,8.367096188383739,8.775438957455544
0.05461305455688774,8.644385782113256,9.126692704197938
0.026533264523296733,8.046517603059964,8.37277504317198
0.04375512696867949,8.369508334154913,8.368023565249223
0.03622954408629452,7.813472506815864,7.813472506815864
0.0441476208787228,8.021957849969386,8.515594192754607
0.05307844348341968,7.996503148653876,7.974226753942723
0.005823753029027543,7.236253618470543,7.792300727003536
0.0014308122463983271,5.937251100655307,6.44191230770136
0.006936451364292736,6.8766713814571725,7.488636157813178
0.002684312989729358,6.791188916264075,7.113479218625246
0.002295682554933967,7.189816617005133,7.264744116247671
0.023705042622037376,8.297230368202168,9.215276200844908
0.007790437445978629,7.888730925053811,9.022165834637025
0.0007810273534955295,6.037300795986288,6.974673487568261
0.006936451364292736,7.183693177576696,7.62223135852245
0.04836410527988622,8.277752578065169,8.810850478971648
0.060055364824844734,8.83058241077759,8.950192331652579
0.04155058171764594,8.591512994939212,9.057936823679956
0.04399066587813364,7.961261315304442,8.589424128286556
0.0524630774833287,8.912671132265412,9.111230897337755
0.04131371534586034,8.253193858436385,8.652833666578896
0.026001817357177357,8.480655697809967,8.785513725505593
0.06561705572687246,8.704576758625565,8.88471875787505
0.017951068830742274,8.478627387415223,8.87040802951514
0.005823753029027543,7.349820833779206,8.116772533800168
0.021189299069938092,8.199338855077396,8.87890100585729
0.0016471913460381594,7.594036416250503,7.514504588374485
0.00034729668536350247,6.3829063560547885,6.1952721889537825
0.0014308122463983271,6.167789737930736,6.405455620232055
0.003158833950862062,6.680886768706823,7.260015905220812
0.0008243766056055041,6.731330417932136,7.318517651824455
0.002684312989729358,6.861139689445054,7.380093638031338
0.01051196273721379,7.677085446626081,8.2482816687048
0.002295682554933967,7.0477505153366025,7.376548411420072
0.04987671987388202,8.274837284159034,8.103681223474075
0.4899584794248346,10.030986554664583,10.41852946330377
0.505149978319906,10.714912259749603,10.382283278013919
0.5185139398778874,10.434029396819627,10.344672521702016
0.44451320633404295,9.179168823769434,9.574103322301745
0.5974757898703775,9.919413715438775,10.103295218920708
