z,Lum_CII_158,Lum_OI_63
0.014100321519620544,8.431363764158988,8.35043661741726
0.007790437445978629,8.380211241711606,8.026848263218202
0.010808597512206355,7.812913356642856,8.098141969566772
0.005609445360280386,7.518513939877887,7.470076606284205
0.012921545544560138,7.939519252618618,8.02113941801755
0.0007810273534955295,7.653212513775344,7.4826579579514325
0.0006075870628903731,7.531478917042255,7.481093688033057
0.004321373782642578,8.505149978319906,8.40401153232387
0.004192356259714267,7.857332496431268,7.55404567871436
0.008813009052089295,8.113943352306837,8.333446114019859
0.000390689249910088,4.681241237375588,5.421098031668707
0.016113666358908457,8.176091259055681,8.619227033049633
8.685021164894766e-05,4.643452676486188,4.680891717346696
8.685021164894766e-05,3.9084850188786495,4.038744632925091
0.002684312989729358,7.146128035678238,6.826448611660165
0.0021228462251616366,7.724275869600789,7.579669253992679
0.00034729668536350247,6.079181246047625,6.253388540179033
0.0018634626925239724,7.414973347970818,7.161321039434698
0.006893707947900456,7.380211241711606,7.95647349362237
0.007961033336182907,7.6127838567197355,8.003671869723915
0.004922949296525734,8.278753600952829,7.845420902243793
0.0004340774793185929,5.9084850188786495,5.9735137559835545
0.004922949296525734,7.462397997898956,7.872326945482276
0.004837060938309837,7.204119982655925,7.320930152074565
0.010002974127059696,8.518513939877888,8.652322296687894
0.008216801589690346,7.568201724066995,8.140518168393216
0.018201022496291276,8.924279286061882,9.174186327043529
0.026001817357177357,8.81954393554187,9.202456290258088
0.018325945402920835,8.755874855672491,8.964139882156026
0.02714566577434137,8.653212513775344,8.768647024284643
8.685021164894766e-05,4.763427993562937,4.785233823605475
0.0006509536295950582,6.698970004336019,6.3993199173154895
0.000390689249910088,5.544068044350276,5.787911867227786
0.000390689249910088,7.079181246047625,7.155552314027512
0.0007376737740332033,6.897627091290442,6.5997550566778465
0.006765452451992724,8.681241237375588,8.64184322542558
0.000390689249910088,6.6020599913279625,6.403578132737095
0.017951068830742274,8.491361693834273,8.856174025694724
0.016113666358908457,8.643452676486188,8.907549926230821
0.006765452451992724,8.505149978319906,8.542572915593905
0.007961033336182907,8.505149978319906,8.353399210730016
