z,Lum_CII_158,Lum_OI_63
0.0,7.026372562002762,6.7771021610912525
0.3010299956639812,7.002395399306286,6.944043561428293
0.47712125471966244,8.045424860928728,7.746856623981138
0.6020599913279624,7.528342735007548,7.761869392148585
0.6989700043360189,7.298352110661412,7.479414930567473
0.7781512503836436,7.2153109264434026,7.356002126508356
0.8450980400142568,7.115713746973886,7.176114894309494
0.7781512503836436,8.439891611604903,8.510536090882207
0.8450980400142568,8.083115032902313,8.412976369841974
0.0,6.62905146721696,5.5953592645172625
0.3010299956639812,7.475667313749361,7.662214848153255
0.47712125471966244,7.685497589326022,7.80061865958763
0.6020599913279624,7.729272800492008,8.015017144272292
0.6989700043360189,7.298370338755765,7.421812131438333
0.7781512503836436,7.574552863800152,7.65974373013158
0.8450980400142568,7.187699447679995,7.305495871121136
0.6020599913279624,7.713656488208831,7.802040035458693
0.7781512503836436,7.951267226398353,8.16597281860831
0.8450980400142568,8.381720112697193,8.387748639276264
0.0,6.491806730336987,6.408815817335279
0.3010299956639812,7.058425881797841,7.243859771741292
0.47712125471966244,7.346923755962905,7.5618010359784105
0.6020599913279624,7.176803704626383,7.294486687926197
0.6989700043360189,7.331949277435608,7.387377894672308
0.7781512503836436,7.1009026786894,7.1787722205944275
0.8450980400142568,7.119888337378045,7.217457734440737
0.6989700043360189,7.794574796210703,7.884280916405635
0.7781512503836436,8.172035505036472,8.321000910574254
0.8450980400142568,8.152760993208092,8.450664847589357
0.0,5.698443563548191,5.082495542446912
0.3010299956639812,7.480949229911739,7.730639026338758
0.47712125471966244,7.609239859969696,7.5693364094774545
0.6020599913279624,7.628889609536395,7.789695936404906
0.6989700043360189,7.390231089360388,7.532084972757969
0.8450980400142568,7.137742275923755,7.278555153403438
0.7781512503836436,8.017805244778385,8.360839659770344
0.8450980400142568,7.947562629528023,8.18579235558276
0.0,6.4292289363578545,5.905011093491647
0.3010299956639812,7.523355978869376,7.672916938888145
0.47712125471966244,7.664086157573739,7.691989619825218
0.6020599913279624,7.572896502378345,7.583593645718267
0.6989700043360189,7.831509193663092,7.815983007696791
0.7781512503836436,7.105485046497043,7.231295019073254
0.8450980400142568,7.270200652435084,7.473968040397491
0.6020599913279624,8.216594590987118,8.452143783436593
0.6989700043360189,7.780203268636452,8.151744954032564
0.7781512503836436,8.277012771085593,8.315666756203436
0.8450980400142568,7.8385145263167235,8.24748057820415
0.0,6.337562847907922,6.002750691746069
0.3010299956639812,7.147143349207931,7.491125056383309
0.47712125471966244,7.767920195481562,7.667620073597115
0.6020599913279624,7.415694650341242,7.70963007799471
0.6989700043360189,6.973977475239316,6.931938513701215
0.7781512503836436,7.381225531457817,7.46181933549459
0.8450980400142568,7.053819875927478,7.197752169965511
0.6989700043360189,8.22356548363331,8.51680068711366
0.7781512503836436,7.838594186072092,8.041417734584458
0.8450980400142568,8.616444062985765,8.263957963209721
0.0,6.947437111934608,6.530661109843252
0.3010299956639812,7.516219346185762,7.684406732165834
0.47712125471966244,7.757857792199043,7.786478722272676
0.6020599913279624,7.13024089776829,7.393578908813108
0.6989700043360189,7.5914754727799085,7.689060903792201
0.7781512503836436,7.428290535691036,7.62810573301033
0.8450980400142568,7.043125781244729,7.145461361129669
0.47712125471966244,8.258827563019025,8.306963277765016
0.6989700043360189,7.90880209792659,8.173111001507657
0.7781512503836436,8.131845734471904,8.40542550567707
0.8450980400142568,8.162872750738186,8.3069873215176
0.0,7.376181231780838,7.272366590642825
0.3010299956639812,6.95512676831107,6.780865979900823
0.47712125471966244,7.4843473904460005,7.5628423599076635
0.6020599913279624,7.432286435113739,7.572572425602141
0.6989700043360189,7.2510014480045655,7.339039895040405
0.8450980400142568,6.903948765373563,7.0142981634480135
0.7781512503836436,8.176122002398552,8.41911231081575
0.8450980400142568,7.830614392817932,8.029273082083924
0.0,7.068432231574927,7.039288843524674
0.3010299956639812,7.373710435875055,7.59542486975926
0.47712125471966244,7.121855499066308,7.102388539609765
0.6020599913279624,7.514087457002961,7.668601498673699
0.6989700043360189,7.491113657039118,7.5885637549708855
0.7781512503836436,6.996352698754524,7.101198126940133
0.8450980400142568,6.832552540114292,6.859277087155308
0.47712125471966244,8.149407665355112,8.273353542391714
0.6989700043360189,8.082314906192162,8.377625593449036
0.8450980400142568,7.608743728776298,7.7124732835528
0.0,5.810881660834118,5.2420166869271645
0.3010299956639812,6.867361382859546,7.552550477866384
0.47712125471966244,7.649373318687876,7.675390620873585
0.6020599913279624,7.251259681836809,7.407252205320866
0.6989700043360189,7.305754411608489,7.336808494398942
0.7781512503836436,6.943282887633931,6.97696642260405
0.0,7.168684250739375,6.604921549694968
0.47712125471966244,7.763489941633731,7.873430457648053
0.6020599913279624,7.694823804745266,7.976704662856708
0.7781512503836436,7.590121265500634,7.853559748975487
0.8450980400142568,8.316379881080929,8.526211858350663
0.0,6.7126033103817155,6.208704079511362
0.3010299956639812,6.721784742711711,6.325473750569489
0.47712125471966244,7.685406293085365,7.6981904239884456
0.6020599913279624,7.313208673773761,7.406650588297689
0.6989700043360189,7.164664911464687,7.207886244392154
0.7781512503836436,7.510479332987958,7.678257034030965
0.8450980400142568,7.905633215017222,8.20580464802597
0.0,6.461089922537297,6.131171705078094
0.3010299956639812,7.540680639637879,7.786896451799517
0.47712125471966244,7.162795225661422,7.345298372091559
0.6020599913279624,7.518322973500084,7.722308699238371
0.6989700043360189,7.243388839648691,7.473291523705582
0.7781512503836436,7.313800501444296,7.443404817158517
0.8450980400142568,7.7931914527753605,7.353585636023735
0.7781512503836436,8.680173063062748,8.330013527332989
0.8450980400142568,7.930252824006082,8.09750632207287
0.0,7.431663821746613,7.429215792073761
0.3010299956639812,7.444617961633123,6.656100399572183
0.47712125471966244,7.857311916400397,7.926848975940311
0.6020599913279624,7.189120619454839,7.259944164698802
0.6989700043360189,7.18030221167693,7.354593081549381
0.7781512503836436,7.143847308412931,7.288151829552412
0.8450980400142568,6.819749228327618,6.9516427031965256
0.8450980400142568,7.847853611485154,7.907781425774222
0.0,6.37117833488897,5.919242721414662
0.3010299956639812,7.573007093186608,7.796459133686822
0.47712125471966244,7.512715475299013,7.469592765696914
0.6020599913279624,7.443760505413439,7.614471974063141
0.6989700043360189,7.321035851580545,7.497613042580589
0.7781512503836436,7.119749959564432,7.207806872445818
0.8450980400142568,7.12720037795045,7.28413560293429
0.6989700043360189,7.841953774017367,8.161319395674635
0.7781512503836436,7.941588381621667,8.245480230126455
