z,Lum_NIII_57,Lum_OIII_52
0.0,6.988736359019113,7.366638620504942
0.3010299956639812,6.629078645149694,7.124817426161957
0.47712125471966244,8.376089166436438,8.620849819264736
0.6020599913279624,7.608816899695516,8.079120613669541
0.6989700043360189,6.4198322672601185,6.961933381514
0.7781512503836436,6.482727492730265,7.037127605311791
0.8450980400142568,5.961107299708232,6.521188521155693
0.7781512503836436,8.877954473311657,9.206142078802374
0.8450980400142568,7.98905794907355,8.471403110481923
0.0,4.8078735589185815,5.054466155720112
0.3010299956639812,7.434926315296812,7.840310527816147
0.47712125471966244,8.0894549970226,8.501474963472468
0.6020599913279624,8.121848508178553,8.534573139015535
0.6989700043360189,6.8991639306013965,7.422947944172678
0.7781512503836436,6.990510712321646,7.5472659987701
0.8450980400142568,5.9306615698742124,6.516942180240104
0.6020599913279624,7.823527929834801,8.32200776885071
0.7781512503836436,7.7999456255682,8.304606357451982
0.8450980400142568,8.806185876723028,9.137849013410136
0.0,4.519542901572263,4.781106681986161
0.3010299956639812,6.570227758222667,6.9937666620385395
0.47712125471966244,7.2929663834127485,7.760033915097292
0.6020599913279624,7.1204817091204635,7.621989730652635
0.6989700043360189,6.312177018921861,6.8637144377065615
0.7781512503836436,6.417141919470338,6.979244461187869
0.8450980400142568,5.590410712911957,6.141762148308173
0.6989700043360189,7.628211544350079,8.097084953897395
0.7781512503836436,8.429519634025636,8.884900540622708
0.8450980400142568,8.412434659578635,8.880969706845608
0.0,4.120808163726725,4.432295092941037
0.3010299956639812,7.4521503915057945,7.863169982433609
0.47712125471966244,7.950209409759895,8.270328004182096
0.6020599913279624,7.87396495080947,8.322524342070045
0.6989700043360189,7.146824038740453,7.6612013169382
0.8450980400142568,6.3479871793624305,6.915537894607905
0.7781512503836436,8.226137098907342,8.446439603549296
0.8450980400142568,7.916045005808743,8.423193720742749
0.0,6.489359283570125,6.796532754270064
0.3010299956639812,7.328759140707904,7.727516120366912
0.47712125471966244,7.8407740319547425,8.161839078406505
0.6020599913279624,7.6757495483873255,8.100040621218671
0.6989700043360189,8.260203639117933,8.580732375959908
0.7781512503836436,6.410990190439665,6.995571172821261
0.8450980400142568,6.306995203489651,6.881335807377842
0.6020599913279624,8.5243149392595,8.948539409868427
0.6989700043360189,7.629135100676028,7.943528589957358
0.7781512503836436,8.756151346070897,9.099319883457488
0.8450980400142568,8.177998700868716,8.625372907055928
0.0,5.907436428849717,6.096305406827976
0.3010299956639812,6.8790033200845615,7.327952078103811
0.47712125471966244,8.111226772649687,8.471432377505579
0.6020599913279624,7.652404739749449,8.123164099315254
0.6989700043360189,6.514804995219491,7.023091922458977
0.7781512503836436,6.708488973746354,7.279586329183639
0.8450980400142568,5.793207914078285,6.369326726322828
0.6989700043360189,8.290061456842693,8.691516998790267
0.7781512503836436,8.175247035518106,8.636655229154218
0.8450980400142568,9.360354076872865,9.79193929734787
0.0,6.50412823433521,6.862634126749809
0.3010299956639812,7.393406289227502,7.756538914019529
0.47712125471966244,8.081338724685518,8.448667644898102
0.6020599913279624,6.3079287140276215,6.807353486745694
0.6989700043360189,7.696929406494186,8.165137824089529
0.7781512503836436,7.013018781305415,7.564089094073753
0.8450980400142568,6.477695627816215,7.031924868688193
0.47712125471966244,8.601789969637942,9.005470811951424
0.6989700043360189,7.019422965937804,7.5034630970545395
0.7781512503836436,8.409809880495668,8.862260028603112
0.8450980400142568,8.598944169007584,9.054463244371826
0.0,6.099715755921607,6.500927884162547
0.3010299956639812,6.175247844881106,6.535778750874631
0.47712125471966244,7.778293539945431,8.184716733187797
0.6020599913279624,7.574663215294483,8.080303393084955
0.6989700043360189,6.174481171872072,6.734575790640992
0.8450980400142568,6.007836696554005,6.584424248073138
0.7781512503836436,8.350429969901485,8.729315636144785
0.8450980400142568,6.85245586413504,7.398828644100585
0.0,6.819141263510945,7.152353850194044
0.3010299956639812,7.380917920672126,7.687957349707163
0.47712125471966244,6.998836056528474,7.493710218145426
0.6020599913279624,7.907975369721272,8.338798630554178
0.6989700043360189,7.029903413829882,7.541021157989722
0.7781512503836436,6.252072745382494,6.7956885194586025
0.8450980400142568,6.202030447803746,6.776306382874436
0.47712125471966244,8.45653205176314,8.879890303186327
0.6989700043360189,8.238413096481903,8.631008142525555
0.8450980400142568,6.598022681023822,7.189408773106772
0.0,3.9159096961469757,4.224141001901066
0.3010299956639812,6.028271460224712,6.478344907062888
0.47712125471966244,7.953837951266004,8.25580973550963
0.6020599913279624,7.040228142520153,7.536156030240847
0.6989700043360189,6.805747343835384,7.314309859698929
