z,Lum_CII_158,Lum_OIII_88
0.014100321519620544,8.431363764158988,8.870592490625468
0.0007810273534955295,7.653212513775344,7.111115540152845
0.0006075870628903731,7.531478917042255,7.0360508205970325
0.004321373782642578,8.505149978319906,8.345713852089133
0.004192356259714267,7.857332496431268,7.266803954488649
0.008813009052089295,8.113943352306837,8.851472367637218
0.016113666358908457,8.176091259055681,8.288233811953766
8.685021164894766e-05,4.643452676486188,5.437176027906166
0.002684312989729358,7.146128035678238,7.012759041272526
0.0021228462251616366,7.724275869600789,7.3002338908626365
0.0018634626925239724,7.414973347970818,6.924273369071972
0.006893707947900456,7.380211241711606,7.880383321601359
0.007961033336182907,7.6127838567197355,7.762937794306028
0.0004340774793185929,5.9084850188786495,6.471990111262469
0.004837060938309837,7.204119982655925,7.36668764263524
0.010002974127059696,8.518513939877888,8.301806941377146
0.018325945402920835,8.755874855672491,8.498299627365903
8.685021164894766e-05,4.763427993562937,5.529316613529354
0.0006509536295950582,6.698970004336019,6.285629732947301
0.000390689249910088,7.079181246047625,7.647726801313017
0.0007376737740332033,6.897627091290442,6.512163952215029
0.006765452451992724,8.681241237375588,8.557740739984139
0.000390689249910088,6.6020599913279625,5.973392907462444
0.006765452451992724,8.505149978319906,8.58308735577268
0.007961033336182907,8.505149978319906,7.911993522549853
0.021065197202568914,8.556302500767288,8.873677175551329
0.014688511872337618,8.342422680822207,8.373295945059606
0.00744904449774878,7.531478917042255,7.962086823305558
0.00034729668536350247,7.079181246047625,6.552257916094268
0.0009110621312232844,7.301029995663981,6.679642905548697
0.0032881588260754474,8.0,7.741525681793859
0.01389006032843862,9.146128035678238,8.7283247803308
0.002511631284908312,6.3222192947339195,7.005505694102592
0.0007810273534955295,6.785329835010767,6.512302142740657
0.0029000686113873683,7.924279286061882,7.350020048378959
0.0021228462251616366,7.431363764158987,6.876622250728363
0.0016471913460381594,8.278753600952829,7.943310912987793
0.003158833950862062,7.230448921378274,6.997317256636804
0.0006943158663544808,5.819543935541868,6.402151523346858
0.002382074932760771,8.0,7.674835890650104
0.0025979807199085943,6.643452676486188,6.68593514648839
0.0021660617565076304,7.929418925714293,7.569902010672404
0.0027706281011936895,8.204119982655925,7.5662539028932025
0.00034729668536350247,6.380211241711606,7.0419224966273415
0.001300933020418072,8.146128035678238,7.934382656254308
0.0059522868873829755,8.32221929473392,7.654499592261785
0.005437923050822109,8.380211241711606,8.232641614552547
0.003934206173708418,8.826074802700827,8.509666175461568
0.004407364176330737,7.041392685158225,7.55343159401636
0.002425264677901354,7.623249290397901,7.3286004759956755
0.002468450128332524,7.838849090737256,7.448718065592887
0.004493337547274315,8.740362689494244,8.751591309014364
0.0025979807199085943,7.518513939877887,6.961151951841306
0.0011710149414006937,7.079181246047625,6.871120879280697
0.002425264677901354,7.748188027006201,7.399793521021042
0.002382074932760771,7.968482948553935,7.725133486896193
0.002382074932760771,8.113943352306837,8.118589864372751
0.001214325286178867,7.146128035678238,6.55523605571317
0.0019499410842679383,6.301029995663981,6.680176184615405
0.0036328370044082896,7.973127853599698,7.950238721312971
0.003158833950862062,6.748188027006201,7.230207487968205
0.00030389978481245835,5.9084850188786495,6.086441686711693
0.0008243766056055041,6.973127853599698,7.075409880881736
0.0028569260611206074,6.544068044350276,7.053830814580313
0.0015606526425729409,6.869231719730976,7.194223418735777
0.001603924149797819,7.3222192947339195,7.053079578029904
0.0008243766056055041,7.838849090737256,6.846359131363084
0.002554808148482495,6.568201724066995,6.961389296783897
0.00034729668536350247,5.740362689494244,5.997972425402833
0.002727472689829794,8.079181246047625,7.5908578672627645
0.004063300397667094,8.342422680822207,7.764939430140735
0.00475115559100102,8.462397997898956,7.9185725821230575
0.00791839064559897,8.556302500767288,7.740803593329681
0.004493337547274315,8.230448921378274,7.320550071776856
0.00047746137445523157,6.041392685158225,5.902324960744488
0.002295682554933967,8.041392685158225,7.629134889505237
0.002295682554933967,7.845098040014257,7.7065896120039925
0.004020273253241628,7.99563519459755,8.13586697993083
0.006166425485431406,8.57978359661681,7.803535391098938
0.009238370968466431,8.832508912706237,8.303049333522049
0.0017337128090005314,7.672097857935717,6.954382827316742
0.005823753029027543,7.672097857935717,8.17397310399125
0.0011277002770349424,6.892094602690481,7.417646558119761
0.6067037413336743,10.079181246047625,9.717243165032663
0.5224442335063199,9.7481880270062,9.91
0.6063813651106049,10.113943352306837,9.76
0.0022524799205384093,7.544068044350276,6.831882026147473
0.005180512503780314,7.99563519459755,7.437789331692224
0.010002974127059696,8.755874855672491,8.348291739610824
0.014100321519620544,8.44715803134222,8.710331370497693
0.005823753029027543,7.7160033436347994,7.797459150613126
0.016782712486840747,8.897627091290442,8.175778701415503
0.0016904542321528522,7.079181246047625,6.30609866168166
0.003805073565025172,7.0,7.0298690657568494
0.001603924149797819,7.301029995663981,6.127678006251989
0.00099773035779373,6.230448921378274,5.318406455873527
0.0014308122463983271,6.653212513775344,6.483932760608269
0.0036328370044082896,8.041392685158225,7.749701893748927
0.005094675072548571,7.748188027006201,7.2905641746064465
0.0047081965443362675,8.146128035678238,7.4781892890365755
0.011950866059398412,8.897627091290442,8.527340903350623
0.04987671987388202,8.778151250383644,8.516105905880066
0.006936451364292736,7.431363764158987,7.619399883318077
0.002684312989729358,7.414973347970818,7.349301113957585
0.004063300397667094,7.869231719730976,7.570310808562715
0.11293997608408006,9.204119982655925,9.959511606049407
0.005738042651424855,6.869231719730976,6.936382217597222
0.006123606211854377,7.380211241711606,7.150929802350863
0.014688511872337618,8.414973347970818,8.084422564945301
0.006979190574276864,8.6232492903979,7.555594043642354
0.003762020828246102,7.9084850188786495,7.1077967820275925
0.002295682554933967,7.919078092376074,7.504336417065815
8.685021164894766e-05,2.6989700043360187,3.146217039359711
0.00013026880522704664,3.462397997898956,3.376038243750584
0.00021709297223018438,4.041392685158225,3.7708489940324785
8.685021164894766e-05,3.4471580313422194,3.1181883157594674
0.014100321519620544,8.342422680822207,8.619597993505486
0.022758194236769485,8.041392685158225,7.376698321798335
0.07368169947628338,8.707570176097937,8.986260333723383
0.023705042622037376,8.826074802700827,8.767742189723949
0.0133007868568877,8.7160033436348,8.03747564289085
0.007790437445978629,8.414973347970818,7.585260053143902
0.0007810273534955295,7.414973347970818,6.549472164933304
0.0006075870628903731,7.462397997898956,6.861463795096541
0.005738042651424855,6.8512583487190755,6.956418696288901
0.006123606211854377,7.380211241711606,7.244918080828438
0.015820634262069203,8.146128035678238,7.572814519702807
0.008259414991275256,8.612783856719735,7.857478926068296
0.005137595908863903,8.176091259055681,7.468114736444307
0.023910606350920537,8.113943352306837,7.79743661459981
0.010723865391773066,8.7481880270062,7.9907987872257005
0.008600171761917567,7.9344984512435675,7.46447369685711
0.00034729668536350247,6.662757831681574,5.86973973916848
0.0047081965443362675,8.079181246047625,7.4927159240755055
0.006936451364292736,7.414973347970818,7.712732250698062
0.006979190574276864,8.568201724066995,7.505369598182014
0.011739561388318437,8.44715803134222,7.515061222890573
0.011739561388318437,8.113943352306837,7.505218671007264
0.030518764843542486,9.079181246047625,8.654100812857223
0.028937077070677997,8.146128035678238,7.92164643738654
0.01811772059100026,8.278753600952829,7.608662006966088
0.013385017749685424,8.32221929473392,7.560561491039132
0.013174409878867104,8.963787827345556,8.260855755932141
0.04438294707353685,8.491361693834273,8.542234430529621
0.018201022496291276,9.079181246047625,8.521953579592822
0.11293997608408006,9.113943352306837,10.162842060814691
0.02575631453441398,8.531478917042255,8.213826344985396
0.02714566577434137,8.806179973983888,8.320891595098276
0.02579724131029153,8.544068044350276,8.032534937444876
0.0009543984064578864,6.113943352306837,5.620710644519956
0.000390689249910088,7.633468455579586,7.462518798632731
0.0007376737740332033,7.3979400086720375,6.590405706744695
0.0011277002770349424,7.041392685158225,5.913393539974983
0.005995123054691285,8.5910646070265,7.855404180158596
0.007107382974057389,7.6020599913279625,7.614927847729715
0.00808893629157747,8.0,7.1331603565272
0.005180512503780314,8.0,7.461136180993466
0.010002974127059696,8.7481880270062,8.361542434746836
0.017951068830742274,8.698970004336019,7.934809915465554
0.011824095594308588,8.89209460269048,8.60166877940351
0.016113666358908457,8.826074802700827,8.484068353842849
0.005823753029027543,7.778151250383644,7.823760997650946
0.021189299069938092,8.7160033436348,8.815187149746537
0.014688511872337618,8.44715803134222,8.167037940738025
0.008429826797229934,8.301029995663981,7.6688812621675115
0.0016471913460381594,8.079181246047625,7.749311199475261
0.001820217038328099,7.857332496431268,6.815866454356926
0.003115717099806224,7.342422680822207,6.961412902706708
0.007577098304338679,8.342422680822207,7.18525072104789
0.002382074932760771,8.301029995663981,7.565743917737643
0.0012576313122309249,6.518513939877887,6.098942717813216
0.006850960324271947,8.763427993562937,8.487376692774145
0.0014308122463983271,7.986771734266245,7.141168425950563
0.005652315355074011,8.041392685158225,6.809331014334213
0.001300933020418072,8.301029995663981,7.792963660960484
0.00034729668536350247,7.146128035678238,6.401114139433541
0.0009110621312232844,5.505149978319906,5.17866677487745
0.000390689249910088,5.3222192947339195,5.01425393865078
