z,Lum_OI_63,Lum_CII_158,Lum_NII_205
0.0022524799205384093,6.958597448230253,7.544068044350276,5.917439368902116
0.010002974127059696,8.42826791513225,8.755874855672491,7.206512371757674
0.016782712486840747,8.283106986356174,8.897627091290442,7.58094026793058
0.0016904542321528522,7.086277648099174,7.079181246047625,5.548686897296253
0.001603924149797819,6.642194096232442,7.301029995663981,5.870165597603943
0.00099773035779373,5.952750865211497,6.230448921378274,4.922556079854746
0.0014308122463983271,7.34371131524814,6.653212513775344,5.157056107761677
0.0036328370044082896,7.942983979317929,8.041392685158225,6.318406004010943
0.0047081965443362675,7.788550189133213,8.146128035678238,6.528531249005445
0.006979190574276864,8.193387785585108,8.6232492903979,7.30347146699428
0.003762020828246102,7.180383984935559,7.9084850188786495,6.748752220470688
0.002295682554933967,7.699472510378552,7.919078092376074,6.5142196509979104
0.014100321519620544,8.10008973348893,8.342422680822207,7.385629524463363
0.022758194236769485,7.865339996207683,8.041392685158225,7.823606111667616
0.07368169947628338,8.740507005493784,8.707570176097937,8.969082622809673
0.017700971224116763,8.253310605149833,8.278753600952829,7.285456227139226
0.023705042622037376,9.326900617613575,8.826074802700827,7.545273434415828
0.0133007868568877,8.427236232183807,8.7160033436348,7.332786252409497
0.007790437445978629,7.76928211355977,8.414973347970818,7.345242013986272
0.0007810273534955295,7.232677384533306,7.414973347970818,6.023402183944584
0.005738042651424855,7.726831159260177,6.8512583487190755,6.582405015523195
0.006123606211854377,7.457606284932072,7.380211241711606,6.639429851813478
0.015820634262069203,7.886581356492363,8.146128035678238,7.489894727399191
0.008259414991275256,8.2604007934831,8.612783856719735,7.177272148022784
0.005137595908863903,7.95881481709122,8.176091259055681,7.055640472642614
0.023910606350920537,7.639368452657478,8.113943352306837,7.867944069973365
0.010723865391773066,8.350107751294695,8.7481880270062,7.140546388394915
0.008600171761917567,7.920236130332353,7.9344984512435675,6.942973877992087
0.00034729668536350247,6.4411680471233606,6.662757831681574,5.7069801502087545
0.0047081965443362675,7.804697234641324,8.079181246047625,6.754163325861116
0.006936451364292736,7.9306484720101755,7.414973347970818,6.748590856204694
0.007021925578680666,8.223114024009421,8.204119982655925,6.747154142943531
0.006979190574276864,8.212817983520235,8.568201724066995,7.357819673096154
0.011739561388318437,8.187956564136703,8.44715803134222,7.116803174135299
0.011739561388318437,7.903288878424814,8.113943352306837,6.7104766310976975
0.030518764843542486,8.91152804917272,9.079181246047625,8.097172973589633
0.028937077070677997,8.365210302915187,8.146128035678238,8.047002583717191
0.020444155366574582,8.488371553460398,8.491361693834273,7.724857256943386
0.01811772059100026,8.256794987988165,8.278753600952829,7.03589139239446
0.013385017749685424,8.008684486729276,8.32221929473392,7.33896311522578
0.060055364824844734,8.629418270122924,9.113943352306837,8.075131077848274
0.04155058171764594,9.454466583203358,9.462397997898956,7.857053804625148
0.04399066587813364,8.8890948114305,8.99563519459755,7.598378962134731
0.0524630774833287,8.762682662334612,9.079181246047625,7.900985377758206
0.013174409878867104,8.876524649004649,8.963787827345556,7.8087024371795675
0.04438294707353685,8.470805027803909,8.491361693834273,8.457251479531676
0.04131371534586034,9.006220879357137,8.826074802700827,7.57092953228041
0.018201022496291276,8.631409927786992,9.079181246047625,7.589167707252853
0.11293997608408006,10.07711720109694,9.113943352306837,9.433892145849718
0.026001817357177357,8.570923877138098,9.0,7.718324872307575
0.02575631453441398,8.477850659686878,8.531478917042255,7.9379145107186755
0.02714566577434137,8.644791920678415,8.806179973983888,7.414892742564181
0.02579724131029153,8.232850837257793,8.544068044350276,7.444389446984937
0.0009543984064578864,5.78309276627257,6.113943352306837,5.009976874217798
0.000390689249910088,7.673962622560299,7.633468455579586,6.312634514833625
0.0007376737740332033,7.188457730363583,7.3979400086720375,6.220710233871591
0.0011277002770349424,6.675238696896297,7.041392685158225,6.118526297229334
0.005995123054691285,8.115491669442486,8.5910646070265,7.255827131390316
0.007107382974057389,8.103415129769745,7.6020599913279625,6.576958373767943
0.00808893629157747,7.8570089643259,8.0,6.891534655954634
0.06561705572687246,9.039966175053213,9.041392685158225,7.971135249426386
0.005180512503780314,8.134096782308287,8.0,6.494960647604497
0.010002974127059696,8.449823602492128,8.7481880270062,7.301561451583117
0.017951068830742274,8.613069668592896,8.698970004336019,7.536577565239642
0.011824095594308588,8.670901816167794,8.89209460269048,7.2267039811956435
0.016113666358908457,8.668587718698648,8.826074802700827,7.549885628625254
0.005823753029027543,8.217207917676586,7.778151250383644,6.5970088421964705
0.021189299069938092,8.907520036979237,8.7160033436348,6.924185650901119
0.014688511872337618,8.35934158361133,8.44715803134222,7.42226037407572
0.017116849438813322,8.962666453090161,8.963787827345556,7.3671603066123925
0.008429826797229934,8.277438434247964,8.301029995663981,6.92500567800379
0.0016471913460381594,7.923203726007262,8.079181246047625,7.218023916431103
0.001820217038328099,7.44509704534556,7.857332496431268,7.008365352694509
0.003503614742536533,7.902302292416306,8.079181246047625,6.2823596132706445
0.003115717099806224,7.169703494787477,7.342422680822207,6.227385940326221
0.007577098304338679,8.515756855640937,8.342422680822207,6.639256764039335
